log,label
"proftpd[34568]: FTP session closed for user bob from 192.168.1.3, uploaded file: confidential.pdf",Data Exfiltration
"proftpd[23457]: FTP session closed for user alice from 192.168.1.2, uploaded file: secrets.zip",Data Exfiltration
"proftpd[45679]: FTP session closed for user charlie from 192.168.1.4, uploaded file: data_dump.tar",Data Exfiltration
"proftpd[34568]: FTP session closed for user bob from 192.168.1.3, uploaded file: confidential.pdf",Data Exfiltration
"proftpd[23457]: FTP session closed for user alice from 192.168.1.2, uploaded file: secrets.zip",Data Exfiltration
"proftpd[34568]: FTP session closed for user bob from 192.168.1.3, uploaded file: confidential.pdf",Data Exfiltration
"proftpd[45679]: FTP session closed for user charlie from 192.168.1.4, uploaded file: data_dump.tar",Data Exfiltration
"proftpd[23457]: FTP session closed for user alice from 192.168.1.2, uploaded file: secrets.zip",Data Exfiltration
"proftpd[45679]: FTP session closed for user charlie from 192.168.1.4, uploaded file: data_dump.tar",Data Exfiltration
"proftpd[23457]: FTP session closed for user alice from 192.168.1.2, uploaded file: secrets.zip",Data Exfiltration
"proftpd[23457]: FTP session closed for user alice from 192.168.1.2, uploaded file: secrets.zip",Data Exfiltration
"proftpd[34568]: FTP session closed for user bob from 192.168.1.3, uploaded file: confidential.pdf",Data Exfiltration
"proftpd[34568]: FTP session closed for user bob from 192.168.1.3, uploaded file: confidential.pdf",Data Exfiltration
"proftpd[45679]: FTP session closed for user charlie from 192.168.1.4, uploaded file: data_dump.tar",Data Exfiltration
"proftpd[23457]: FTP session closed for user alice from 192.168.1.2, uploaded file: secrets.zip",Data Exfiltration
"proftpd[23457]: FTP session closed for user alice from 192.168.1.2, uploaded file: secrets.zip",Data Exfiltration
"proftpd[34568]: FTP session closed for user bob from 192.168.1.3, uploaded file: confidential.pdf",Data Exfiltration
"proftpd[45679]: FTP session closed for user charlie from 192.168.1.4, uploaded file: data_dump.tar",Data Exfiltration
"proftpd[34568]: FTP session closed for user bob from 192.168.1.3, uploaded file: confidential.pdf",Data Exfiltration
"proftpd[34568]: FTP session closed for user bob from 192.168.1.3, uploaded file: confidential.pdf",Data Exfiltration
"proftpd[23457]: FTP session closed for user alice from 192.168.1.2, uploaded file: secrets.zip",Data Exfiltration
"proftpd[34568]: FTP session closed for user bob from 192.168.1.3, uploaded file: confidential.pdf",Data Exfiltration
"proftpd[45679]: FTP session closed for user charlie from 192.168.1.4, uploaded file: data_dump.tar",Data Exfiltration
"proftpd[23457]: FTP session closed for user alice from 192.168.1.2, uploaded file: secrets.zip",Data Exfiltration
"proftpd[23457]: FTP session closed for user alice from 192.168.1.2, uploaded file: secrets.zip",Data Exfiltration
"proftpd[34568]: FTP session closed for user bob from 192.168.1.3, uploaded file: confidential.pdf",Data Exfiltration
"proftpd[45679]: FTP session closed for user charlie from 192.168.1.4, uploaded file: data_dump.tar",Data Exfiltration
"proftpd[45679]: FTP session closed for user charlie from 192.168.1.4, uploaded file: data_dump.tar",Data Exfiltration
"proftpd[45679]: FTP session closed for user charlie from 192.168.1.4, uploaded file: data_dump.tar",Data Exfiltration
"proftpd[34568]: FTP session closed for user bob from 192.168.1.3, uploaded file: confidential.pdf",Data Exfiltration
"proftpd[45679]: FTP session closed for user charlie from 192.168.1.4, uploaded file: data_dump.tar",Data Exfiltration
"proftpd[23457]: FTP session closed for user alice from 192.168.1.2, uploaded file: secrets.zip",Data Exfiltration
"proftpd[23457]: FTP session closed for user alice from 192.168.1.2, uploaded file: secrets.zip",Data Exfiltration
"proftpd[23457]: FTP session closed for user alice from 192.168.1.2, uploaded file: secrets.zip",Data Exfiltration
"proftpd[34568]: FTP session closed for user bob from 192.168.1.3, uploaded file: confidential.pdf",Data Exfiltration
"proftpd[34568]: FTP session closed for user bob from 192.168.1.3, uploaded file: confidential.pdf",Data Exfiltration
"proftpd[45679]: FTP session closed for user charlie from 192.168.1.4, uploaded file: data_dump.tar",Data Exfiltration
"proftpd[23457]: FTP session closed for user alice from 192.168.1.2, uploaded file: secrets.zip",Data Exfiltration
"proftpd[23457]: FTP session closed for user alice from 192.168.1.2, uploaded file: secrets.zip",Data Exfiltration
"proftpd[45679]: FTP session closed for user charlie from 192.168.1.4, uploaded file: data_dump.tar",Data Exfiltration
"proftpd[45679]: FTP session closed for user charlie from 192.168.1.4, uploaded file: data_dump.tar",Data Exfiltration
"proftpd[23457]: FTP session closed for user alice from 192.168.1.2, uploaded file: secrets.zip",Data Exfiltration
"proftpd[45679]: FTP session closed for user charlie from 192.168.1.4, uploaded file: data_dump.tar",Data Exfiltration
"proftpd[45679]: FTP session closed for user charlie from 192.168.1.4, uploaded file: data_dump.tar",Data Exfiltration
"proftpd[45679]: FTP session closed for user charlie from 192.168.1.4, uploaded file: data_dump.tar",Data Exfiltration
"proftpd[23457]: FTP session closed for user alice from 192.168.1.2, uploaded file: secrets.zip",Data Exfiltration
"proftpd[34568]: FTP session closed for user bob from 192.168.1.3, uploaded file: confidential.pdf",Data Exfiltration
"proftpd[23457]: FTP session closed for user alice from 192.168.1.2, uploaded file: secrets.zip",Data Exfiltration
"proftpd[34568]: FTP session closed for user bob from 192.168.1.3, uploaded file: confidential.pdf",Data Exfiltration
"proftpd[34568]: FTP session closed for user bob from 192.168.1.3, uploaded file: confidential.pdf",Data Exfiltration
"proftpd[45679]: FTP session closed for user charlie from 192.168.1.4, uploaded file: data_dump.tar",Data Exfiltration
"proftpd[23457]: FTP session closed for user alice from 192.168.1.2, uploaded file: secrets.zip",Data Exfiltration
"proftpd[45679]: FTP session closed for user charlie from 192.168.1.4, uploaded file: data_dump.tar",Data Exfiltration
"proftpd[34568]: FTP session closed for user bob from 192.168.1.3, uploaded file: confidential.pdf",Data Exfiltration
"proftpd[34568]: FTP session closed for user bob from 192.168.1.3, uploaded file: confidential.pdf",Data Exfiltration
"proftpd[23457]: FTP session closed for user alice from 192.168.1.2, uploaded file: secrets.zip",Data Exfiltration
"proftpd[23457]: FTP session closed for user alice from 192.168.1.2, uploaded file: secrets.zip",Data Exfiltration
"proftpd[45679]: FTP session closed for user charlie from 192.168.1.4, uploaded file: data_dump.tar",Data Exfiltration
"proftpd[34568]: FTP session closed for user bob from 192.168.1.3, uploaded file: confidential.pdf",Data Exfiltration
"proftpd[23457]: FTP session closed for user alice from 192.168.1.2, uploaded file: secrets.zip",Data Exfiltration
"proftpd[45679]: FTP session closed for user charlie from 192.168.1.4, uploaded file: data_dump.tar",Data Exfiltration
"proftpd[34568]: FTP session closed for user bob from 192.168.1.3, uploaded file: confidential.pdf",Data Exfiltration
"proftpd[34568]: FTP session closed for user bob from 192.168.1.3, uploaded file: confidential.pdf",Data Exfiltration
"proftpd[23457]: FTP session closed for user alice from 192.168.1.2, uploaded file: secrets.zip",Data Exfiltration
"proftpd[45679]: FTP session closed for user charlie from 192.168.1.4, uploaded file: data_dump.tar",Data Exfiltration
"proftpd[23457]: FTP session closed for user alice from 192.168.1.2, uploaded file: secrets.zip",Data Exfiltration
"proftpd[23457]: FTP session closed for user alice from 192.168.1.2, uploaded file: secrets.zip",Data Exfiltration
"proftpd[34568]: FTP session closed for user bob from 192.168.1.3, uploaded file: confidential.pdf",Data Exfiltration
"proftpd[34568]: FTP session closed for user bob from 192.168.1.3, uploaded file: confidential.pdf",Data Exfiltration
"proftpd[34568]: FTP session closed for user bob from 192.168.1.3, uploaded file: confidential.pdf",Data Exfiltration
"proftpd[34568]: FTP session closed for user bob from 192.168.1.3, uploaded file: confidential.pdf",Data Exfiltration
"proftpd[23457]: FTP session closed for user alice from 192.168.1.2, uploaded file: secrets.zip",Data Exfiltration
"proftpd[34568]: FTP session closed for user bob from 192.168.1.3, uploaded file: confidential.pdf",Data Exfiltration
"proftpd[45679]: FTP session closed for user charlie from 192.168.1.4, uploaded file: data_dump.tar",Data Exfiltration
"proftpd[34568]: FTP session closed for user bob from 192.168.1.3, uploaded file: confidential.pdf",Data Exfiltration
"proftpd[23457]: FTP session closed for user alice from 192.168.1.2, uploaded file: secrets.zip",Data Exfiltration
"proftpd[23457]: FTP session closed for user alice from 192.168.1.2, uploaded file: secrets.zip",Data Exfiltration
"proftpd[45679]: FTP session closed for user charlie from 192.168.1.4, uploaded file: data_dump.tar",Data Exfiltration
"proftpd[34568]: FTP session closed for user bob from 192.168.1.3, uploaded file: confidential.pdf",Data Exfiltration
"proftpd[23457]: FTP session closed for user alice from 192.168.1.2, uploaded file: secrets.zip",Data Exfiltration
"proftpd[34568]: FTP session closed for user bob from 192.168.1.3, uploaded file: confidential.pdf",Data Exfiltration
"proftpd[45679]: FTP session closed for user charlie from 192.168.1.4, uploaded file: data_dump.tar",Data Exfiltration
"proftpd[45679]: FTP session closed for user charlie from 192.168.1.4, uploaded file: data_dump.tar",Data Exfiltration
"proftpd[45679]: FTP session closed for user charlie from 192.168.1.4, uploaded file: data_dump.tar",Data Exfiltration
"proftpd[34568]: FTP session closed for user bob from 192.168.1.3, uploaded file: confidential.pdf",Data Exfiltration
"proftpd[45679]: FTP session closed for user charlie from 192.168.1.4, uploaded file: data_dump.tar",Data Exfiltration
"proftpd[34568]: FTP session closed for user bob from 192.168.1.3, uploaded file: confidential.pdf",Data Exfiltration
"proftpd[45679]: FTP session closed for user charlie from 192.168.1.4, uploaded file: data_dump.tar",Data Exfiltration
"proftpd[23457]: FTP session closed for user alice from 192.168.1.2, uploaded file: secrets.zip",Data Exfiltration
"proftpd[23457]: FTP session closed for user alice from 192.168.1.2, uploaded file: secrets.zip",Data Exfiltration
"proftpd[45679]: FTP session closed for user charlie from 192.168.1.4, uploaded file: data_dump.tar",Data Exfiltration
"proftpd[34568]: FTP session closed for user bob from 192.168.1.3, uploaded file: confidential.pdf",Data Exfiltration
"proftpd[23457]: FTP session closed for user alice from 192.168.1.2, uploaded file: secrets.zip",Data Exfiltration
"proftpd[23457]: FTP session closed for user alice from 192.168.1.2, uploaded file: secrets.zip",Data Exfiltration
"proftpd[23457]: FTP session closed for user alice from 192.168.1.2, uploaded file: secrets.zip",Data Exfiltration
"proftpd[34568]: FTP session closed for user bob from 192.168.1.3, uploaded file: confidential.pdf",Data Exfiltration
"proftpd[34568]: FTP session closed for user bob from 192.168.1.3, uploaded file: confidential.pdf",Data Exfiltration
"proftpd[23457]: FTP session closed for user alice from 192.168.1.2, uploaded file: secrets.zip",Data Exfiltration
"proftpd[23457]: FTP session closed for user alice from 192.168.1.2, uploaded file: secrets.zip",Data Exfiltration
"proftpd[34568]: FTP session closed for user bob from 192.168.1.3, uploaded file: confidential.pdf",Data Exfiltration
"proftpd[45679]: FTP session closed for user charlie from 192.168.1.4, uploaded file: data_dump.tar",Data Exfiltration
"proftpd[23457]: FTP session closed for user alice from 192.168.1.2, uploaded file: secrets.zip",Data Exfiltration
"proftpd[45679]: FTP session closed for user charlie from 192.168.1.4, uploaded file: data_dump.tar",Data Exfiltration
"proftpd[23457]: FTP session closed for user alice from 192.168.1.2, uploaded file: secrets.zip",Data Exfiltration
"proftpd[23457]: FTP session closed for user alice from 192.168.1.2, uploaded file: secrets.zip",Data Exfiltration
"proftpd[45679]: FTP session closed for user charlie from 192.168.1.4, uploaded file: data_dump.tar",Data Exfiltration
"proftpd[34568]: FTP session closed for user bob from 192.168.1.3, uploaded file: confidential.pdf",Data Exfiltration
"proftpd[23457]: FTP session closed for user alice from 192.168.1.2, uploaded file: secrets.zip",Data Exfiltration
"proftpd[45679]: FTP session closed for user charlie from 192.168.1.4, uploaded file: data_dump.tar",Data Exfiltration
"proftpd[45679]: FTP session closed for user charlie from 192.168.1.4, uploaded file: data_dump.tar",Data Exfiltration
"proftpd[34568]: FTP session closed for user bob from 192.168.1.3, uploaded file: confidential.pdf",Data Exfiltration
"proftpd[23457]: FTP session closed for user alice from 192.168.1.2, uploaded file: secrets.zip",Data Exfiltration
"proftpd[23457]: FTP session closed for user alice from 192.168.1.2, uploaded file: secrets.zip",Data Exfiltration
"proftpd[23457]: FTP session closed for user alice from 192.168.1.2, uploaded file: secrets.zip",Data Exfiltration
"proftpd[45679]: FTP session closed for user charlie from 192.168.1.4, uploaded file: data_dump.tar",Data Exfiltration
"proftpd[45679]: FTP session closed for user charlie from 192.168.1.4, uploaded file: data_dump.tar",Data Exfiltration
"proftpd[45679]: FTP session closed for user charlie from 192.168.1.4, uploaded file: data_dump.tar",Data Exfiltration
"proftpd[23457]: FTP session closed for user alice from 192.168.1.2, uploaded file: secrets.zip",Data Exfiltration
"proftpd[45679]: FTP session closed for user charlie from 192.168.1.4, uploaded file: data_dump.tar",Data Exfiltration
"proftpd[23457]: FTP session closed for user alice from 192.168.1.2, uploaded file: secrets.zip",Data Exfiltration
"proftpd[34568]: FTP session closed for user bob from 192.168.1.3, uploaded file: confidential.pdf",Data Exfiltration
"proftpd[23457]: FTP session closed for user alice from 192.168.1.2, uploaded file: secrets.zip",Data Exfiltration
"proftpd[34568]: FTP session closed for user bob from 192.168.1.3, uploaded file: confidential.pdf",Data Exfiltration
"proftpd[34568]: FTP session closed for user bob from 192.168.1.3, uploaded file: confidential.pdf",Data Exfiltration
"proftpd[34568]: FTP session closed for user bob from 192.168.1.3, uploaded file: confidential.pdf",Data Exfiltration
"proftpd[34568]: FTP session closed for user bob from 192.168.1.3, uploaded file: confidential.pdf",Data Exfiltration
"proftpd[23457]: FTP session closed for user alice from 192.168.1.2, uploaded file: secrets.zip",Data Exfiltration
"proftpd[23457]: FTP session closed for user alice from 192.168.1.2, uploaded file: secrets.zip",Data Exfiltration
"proftpd[23457]: FTP session closed for user alice from 192.168.1.2, uploaded file: secrets.zip",Data Exfiltration
"proftpd[34568]: FTP session closed for user bob from 192.168.1.3, uploaded file: confidential.pdf",Data Exfiltration
"proftpd[23457]: FTP session closed for user alice from 192.168.1.2, uploaded file: secrets.zip",Data Exfiltration
"proftpd[45679]: FTP session closed for user charlie from 192.168.1.4, uploaded file: data_dump.tar",Data Exfiltration
"proftpd[34568]: FTP session closed for user bob from 192.168.1.3, uploaded file: confidential.pdf",Data Exfiltration
"proftpd[45679]: FTP session closed for user charlie from 192.168.1.4, uploaded file: data_dump.tar",Data Exfiltration
"proftpd[23457]: FTP session closed for user alice from 192.168.1.2, uploaded file: secrets.zip",Data Exfiltration
"proftpd[45679]: FTP session closed for user charlie from 192.168.1.4, uploaded file: data_dump.tar",Data Exfiltration
"proftpd[45679]: FTP session closed for user charlie from 192.168.1.4, uploaded file: data_dump.tar",Data Exfiltration
"proftpd[45679]: FTP session closed for user charlie from 192.168.1.4, uploaded file: data_dump.tar",Data Exfiltration
"proftpd[34568]: FTP session closed for user bob from 192.168.1.3, uploaded file: confidential.pdf",Data Exfiltration
"proftpd[23457]: FTP session closed for user alice from 192.168.1.2, uploaded file: secrets.zip",Data Exfiltration
"proftpd[45679]: FTP session closed for user charlie from 192.168.1.4, uploaded file: data_dump.tar",Data Exfiltration
"proftpd[45679]: FTP session closed for user charlie from 192.168.1.4, uploaded file: data_dump.tar",Data Exfiltration
"proftpd[23457]: FTP session closed for user alice from 192.168.1.2, uploaded file: secrets.zip",Data Exfiltration
"proftpd[34568]: FTP session closed for user bob from 192.168.1.3, uploaded file: confidential.pdf",Data Exfiltration
"proftpd[23457]: FTP session closed for user alice from 192.168.1.2, uploaded file: secrets.zip",Data Exfiltration
"proftpd[34568]: FTP session closed for user bob from 192.168.1.3, uploaded file: confidential.pdf",Data Exfiltration
"proftpd[34568]: FTP session closed for user bob from 192.168.1.3, uploaded file: confidential.pdf",Data Exfiltration
"proftpd[45679]: FTP session closed for user charlie from 192.168.1.4, uploaded file: data_dump.tar",Data Exfiltration
"proftpd[34568]: FTP session closed for user bob from 192.168.1.3, uploaded file: confidential.pdf",Data Exfiltration
"proftpd[23457]: FTP session closed for user alice from 192.168.1.2, uploaded file: secrets.zip",Data Exfiltration
"proftpd[34568]: FTP session closed for user bob from 192.168.1.3, uploaded file: confidential.pdf",Data Exfiltration
"proftpd[34568]: FTP session closed for user bob from 192.168.1.3, uploaded file: confidential.pdf",Data Exfiltration
"proftpd[23457]: FTP session closed for user alice from 192.168.1.2, uploaded file: secrets.zip",Data Exfiltration
"proftpd[23457]: FTP session closed for user alice from 192.168.1.2, uploaded file: secrets.zip",Data Exfiltration
"proftpd[45679]: FTP session closed for user charlie from 192.168.1.4, uploaded file: data_dump.tar",Data Exfiltration
"proftpd[45679]: FTP session closed for user charlie from 192.168.1.4, uploaded file: data_dump.tar",Data Exfiltration
"proftpd[23457]: FTP session closed for user alice from 192.168.1.2, uploaded file: secrets.zip",Data Exfiltration
"proftpd[45679]: FTP session closed for user charlie from 192.168.1.4, uploaded file: data_dump.tar",Data Exfiltration
"proftpd[34568]: FTP session closed for user bob from 192.168.1.3, uploaded file: confidential.pdf",Data Exfiltration
"proftpd[23457]: FTP session closed for user alice from 192.168.1.2, uploaded file: secrets.zip",Data Exfiltration
"proftpd[45679]: FTP session closed for user charlie from 192.168.1.4, uploaded file: data_dump.tar",Data Exfiltration
"proftpd[45679]: FTP session closed for user charlie from 192.168.1.4, uploaded file: data_dump.tar",Data Exfiltration
"proftpd[34568]: FTP session closed for user bob from 192.168.1.3, uploaded file: confidential.pdf",Data Exfiltration
"proftpd[34568]: FTP session closed for user bob from 192.168.1.3, uploaded file: confidential.pdf",Data Exfiltration
"proftpd[45679]: FTP session closed for user charlie from 192.168.1.4, uploaded file: data_dump.tar",Data Exfiltration
"proftpd[45679]: FTP session closed for user charlie from 192.168.1.4, uploaded file: data_dump.tar",Data Exfiltration
"proftpd[23457]: FTP session closed for user alice from 192.168.1.2, uploaded file: secrets.zip",Data Exfiltration
"proftpd[23457]: FTP session closed for user alice from 192.168.1.2, uploaded file: secrets.zip",Data Exfiltration
"proftpd[34568]: FTP session closed for user bob from 192.168.1.3, uploaded file: confidential.pdf",Data Exfiltration
"proftpd[45679]: FTP session closed for user charlie from 192.168.1.4, uploaded file: data_dump.tar",Data Exfiltration
"proftpd[23457]: FTP session closed for user alice from 192.168.1.2, uploaded file: secrets.zip",Data Exfiltration
"proftpd[34568]: FTP session closed for user bob from 192.168.1.3, uploaded file: confidential.pdf",Data Exfiltration
"proftpd[45679]: FTP session closed for user charlie from 192.168.1.4, uploaded file: data_dump.tar",Data Exfiltration
"proftpd[34568]: FTP session closed for user bob from 192.168.1.3, uploaded file: confidential.pdf",Data Exfiltration
"proftpd[45679]: FTP session closed for user charlie from 192.168.1.4, uploaded file: data_dump.tar",Data Exfiltration
"proftpd[34568]: FTP session closed for user bob from 192.168.1.3, uploaded file: confidential.pdf",Data Exfiltration
"proftpd[23457]: FTP session closed for user alice from 192.168.1.2, uploaded file: secrets.zip",Data Exfiltration
"proftpd[45679]: FTP session closed for user charlie from 192.168.1.4, uploaded file: data_dump.tar",Data Exfiltration
"proftpd[45679]: FTP session closed for user charlie from 192.168.1.4, uploaded file: data_dump.tar",Data Exfiltration
"proftpd[34568]: FTP session closed for user bob from 192.168.1.3, uploaded file: confidential.pdf",Data Exfiltration
"proftpd[34568]: FTP session closed for user bob from 192.168.1.3, uploaded file: confidential.pdf",Data Exfiltration
"proftpd[34568]: FTP session closed for user bob from 192.168.1.3, uploaded file: confidential.pdf",Data Exfiltration
"proftpd[45679]: FTP session closed for user charlie from 192.168.1.4, uploaded file: data_dump.tar",Data Exfiltration
"proftpd[45679]: FTP session closed for user charlie from 192.168.1.4, uploaded file: data_dump.tar",Data Exfiltration
"proftpd[45679]: FTP session closed for user charlie from 192.168.1.4, uploaded file: data_dump.tar",Data Exfiltration
"proftpd[34568]: FTP session closed for user bob from 192.168.1.3, uploaded file: confidential.pdf",Data Exfiltration
"proftpd[45679]: FTP session closed for user charlie from 192.168.1.4, uploaded file: data_dump.tar",Data Exfiltration
"proftpd[34568]: FTP session closed for user bob from 192.168.1.3, uploaded file: confidential.pdf",Data Exfiltration
"proftpd[23457]: FTP session closed for user alice from 192.168.1.2, uploaded file: secrets.zip",Data Exfiltration
"proftpd[34568]: FTP session closed for user bob from 192.168.1.3, uploaded file: confidential.pdf",Data Exfiltration
"proftpd[23457]: FTP session closed for user alice from 192.168.1.2, uploaded file: secrets.zip",Data Exfiltration
"proftpd[45679]: FTP session closed for user charlie from 192.168.1.4, uploaded file: data_dump.tar",Data Exfiltration
"proftpd[34568]: FTP session closed for user bob from 192.168.1.3, uploaded file: confidential.pdf",Data Exfiltration
"proftpd[23457]: FTP session closed for user alice from 192.168.1.2, uploaded file: secrets.zip",Data Exfiltration
"proftpd[23457]: FTP session closed for user alice from 192.168.1.2, uploaded file: secrets.zip",Data Exfiltration
"proftpd[23457]: FTP session closed for user alice from 192.168.1.2, uploaded file: secrets.zip",Data Exfiltration
"proftpd[34568]: FTP session closed for user bob from 192.168.1.3, uploaded file: confidential.pdf",Data Exfiltration
"proftpd[45679]: FTP session closed for user charlie from 192.168.1.4, uploaded file: data_dump.tar",Data Exfiltration
"proftpd[34568]: FTP session closed for user bob from 192.168.1.3, uploaded file: confidential.pdf",Data Exfiltration
"proftpd[23457]: FTP session closed for user alice from 192.168.1.2, uploaded file: secrets.zip",Data Exfiltration
"proftpd[45679]: FTP session closed for user charlie from 192.168.1.4, uploaded file: data_dump.tar",Data Exfiltration
"proftpd[45679]: FTP session closed for user charlie from 192.168.1.4, uploaded file: data_dump.tar",Data Exfiltration
"proftpd[23457]: FTP session closed for user alice from 192.168.1.2, uploaded file: secrets.zip",Data Exfiltration
"proftpd[34568]: FTP session closed for user bob from 192.168.1.3, uploaded file: confidential.pdf",Data Exfiltration
"proftpd[34568]: FTP session closed for user bob from 192.168.1.3, uploaded file: confidential.pdf",Data Exfiltration
"proftpd[45679]: FTP session closed for user charlie from 192.168.1.4, uploaded file: data_dump.tar",Data Exfiltration
"proftpd[45679]: FTP session closed for user charlie from 192.168.1.4, uploaded file: data_dump.tar",Data Exfiltration
"proftpd[23457]: FTP session closed for user alice from 192.168.1.2, uploaded file: secrets.zip",Data Exfiltration
"proftpd[45679]: FTP session closed for user charlie from 192.168.1.4, uploaded file: data_dump.tar",Data Exfiltration
"proftpd[23457]: FTP session closed for user alice from 192.168.1.2, uploaded file: secrets.zip",Data Exfiltration
"proftpd[45679]: FTP session closed for user charlie from 192.168.1.4, uploaded file: data_dump.tar",Data Exfiltration
"proftpd[23457]: FTP session closed for user alice from 192.168.1.2, uploaded file: secrets.zip",Data Exfiltration
"proftpd[34568]: FTP session closed for user bob from 192.168.1.3, uploaded file: confidential.pdf",Data Exfiltration
"proftpd[23457]: FTP session closed for user alice from 192.168.1.2, uploaded file: secrets.zip",Data Exfiltration
"proftpd[23457]: FTP session closed for user alice from 192.168.1.2, uploaded file: secrets.zip",Data Exfiltration
"proftpd[23457]: FTP session closed for user alice from 192.168.1.2, uploaded file: secrets.zip",Data Exfiltration
"proftpd[45679]: FTP session closed for user charlie from 192.168.1.4, uploaded file: data_dump.tar",Data Exfiltration
"proftpd[23457]: FTP session closed for user alice from 192.168.1.2, uploaded file: secrets.zip",Data Exfiltration
"proftpd[45679]: FTP session closed for user charlie from 192.168.1.4, uploaded file: data_dump.tar",Data Exfiltration
"proftpd[23457]: FTP session closed for user alice from 192.168.1.2, uploaded file: secrets.zip",Data Exfiltration
"proftpd[45679]: FTP session closed for user charlie from 192.168.1.4, uploaded file: data_dump.tar",Data Exfiltration
"proftpd[45679]: FTP session closed for user charlie from 192.168.1.4, uploaded file: data_dump.tar",Data Exfiltration
"proftpd[34568]: FTP session closed for user bob from 192.168.1.3, uploaded file: confidential.pdf",Data Exfiltration
"proftpd[45679]: FTP session closed for user charlie from 192.168.1.4, uploaded file: data_dump.tar",Data Exfiltration
"proftpd[45679]: FTP session closed for user charlie from 192.168.1.4, uploaded file: data_dump.tar",Data Exfiltration
"proftpd[45679]: FTP session closed for user charlie from 192.168.1.4, uploaded file: data_dump.tar",Data Exfiltration
"proftpd[34568]: FTP session closed for user bob from 192.168.1.3, uploaded file: confidential.pdf",Data Exfiltration
"proftpd[45679]: FTP session closed for user charlie from 192.168.1.4, uploaded file: data_dump.tar",Data Exfiltration
"proftpd[45679]: FTP session closed for user charlie from 192.168.1.4, uploaded file: data_dump.tar",Data Exfiltration
"proftpd[23457]: FTP session closed for user alice from 192.168.1.2, uploaded file: secrets.zip",Data Exfiltration
"proftpd[34568]: FTP session closed for user bob from 192.168.1.3, uploaded file: confidential.pdf",Data Exfiltration
"proftpd[34568]: FTP session closed for user bob from 192.168.1.3, uploaded file: confidential.pdf",Data Exfiltration
"proftpd[45679]: FTP session closed for user charlie from 192.168.1.4, uploaded file: data_dump.tar",Data Exfiltration
"proftpd[34568]: FTP session closed for user bob from 192.168.1.3, uploaded file: confidential.pdf",Data Exfiltration
"proftpd[34568]: FTP session closed for user bob from 192.168.1.3, uploaded file: confidential.pdf",Data Exfiltration
"proftpd[23457]: FTP session closed for user alice from 192.168.1.2, uploaded file: secrets.zip",Data Exfiltration
"proftpd[23457]: FTP session closed for user alice from 192.168.1.2, uploaded file: secrets.zip",Data Exfiltration
"proftpd[45679]: FTP session closed for user charlie from 192.168.1.4, uploaded file: data_dump.tar",Data Exfiltration
"proftpd[34568]: FTP session closed for user bob from 192.168.1.3, uploaded file: confidential.pdf",Data Exfiltration
"proftpd[23457]: FTP session closed for user alice from 192.168.1.2, uploaded file: secrets.zip",Data Exfiltration
"proftpd[34568]: FTP session closed for user bob from 192.168.1.3, uploaded file: confidential.pdf",Data Exfiltration
"proftpd[45679]: FTP session closed for user charlie from 192.168.1.4, uploaded file: data_dump.tar",Data Exfiltration
"proftpd[23457]: FTP session closed for user alice from 192.168.1.2, uploaded file: secrets.zip",Data Exfiltration
"proftpd[23457]: FTP session closed for user alice from 192.168.1.2, uploaded file: secrets.zip",Data Exfiltration
"proftpd[45679]: FTP session closed for user charlie from 192.168.1.4, uploaded file: data_dump.tar",Data Exfiltration
"proftpd[34568]: FTP session closed for user bob from 192.168.1.3, uploaded file: confidential.pdf",Data Exfiltration
"proftpd[34568]: FTP session closed for user bob from 192.168.1.3, uploaded file: confidential.pdf",Data Exfiltration
"proftpd[34568]: FTP session closed for user bob from 192.168.1.3, uploaded file: confidential.pdf",Data Exfiltration
"proftpd[45679]: FTP session closed for user charlie from 192.168.1.4, uploaded file: data_dump.tar",Data Exfiltration
"proftpd[45679]: FTP session closed for user charlie from 192.168.1.4, uploaded file: data_dump.tar",Data Exfiltration
"proftpd[23457]: FTP session closed for user alice from 192.168.1.2, uploaded file: secrets.zip",Data Exfiltration
"proftpd[23457]: FTP session closed for user alice from 192.168.1.2, uploaded file: secrets.zip",Data Exfiltration
"proftpd[45679]: FTP session closed for user charlie from 192.168.1.4, uploaded file: data_dump.tar",Data Exfiltration
"proftpd[45679]: FTP session closed for user charlie from 192.168.1.4, uploaded file: data_dump.tar",Data Exfiltration
"proftpd[23457]: FTP session closed for user alice from 192.168.1.2, uploaded file: secrets.zip",Data Exfiltration
"proftpd[34568]: FTP session closed for user bob from 192.168.1.3, uploaded file: confidential.pdf",Data Exfiltration
"proftpd[23457]: FTP session closed for user alice from 192.168.1.2, uploaded file: secrets.zip",Data Exfiltration
"proftpd[23457]: FTP session closed for user alice from 192.168.1.2, uploaded file: secrets.zip",Data Exfiltration
"proftpd[23457]: FTP session closed for user alice from 192.168.1.2, uploaded file: secrets.zip",Data Exfiltration
"proftpd[34568]: FTP session closed for user bob from 192.168.1.3, uploaded file: confidential.pdf",Data Exfiltration
"proftpd[23457]: FTP session closed for user alice from 192.168.1.2, uploaded file: secrets.zip",Data Exfiltration
"proftpd[23457]: FTP session closed for user alice from 192.168.1.2, uploaded file: secrets.zip",Data Exfiltration
"proftpd[45679]: FTP session closed for user charlie from 192.168.1.4, uploaded file: data_dump.tar",Data Exfiltration
"proftpd[34568]: FTP session closed for user bob from 192.168.1.3, uploaded file: confidential.pdf",Data Exfiltration
